Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000101349,PAK5,120,2.13964,15,-1.2635,14,-1.3380,12,-1.6160,80,1.62830,20,-0.9835,12,-1.7945
ENSG00000132639,SNAP25,1910,0.43303,246,-2.6662,1149,-0.3680,302,-2.3694,3705,1.88076,1459,0.00412,691,-1.3060
ENSG00000125863,MKKS,34,-0.8553,28,-1.1084,33,-0.8653,35,-0.7874,107,1.10813,64,0.15563,57,-0.0613
ENSG00000132640,BTBD3,43,-0.9600,125,0.70731,12,-2.7539,52,-0.6652,142,1.04573,88,0.16288,63,-0.4641
ENSG00000089048,ESF1,253,0.65624,313,1.00843,353,1.21798,231,0.50435,115,-0.6383,112,-0.7396,101,-0.9060
ENSG00000101247,NDUFAF5,32,0.33006,7,-1.9792,17,-0.6787,0,-5.8842,47,1.09751,26,0.02416,28,0.12628
ENSG00000172264,MACROD2,56,0.70082,15,-1.3620,29,-0.3567,24,-0.6195,54,0.72485,29,-0.4375,39,0.14272
ENSG00000089177,KIF16B,39,-0.7482,97,0.66117,183,1.77985,92,0.58395,23,-1.6520,71,0.21486,32,-1.2046
ENSG00000125870,SNRPB2,105,0.05254,136,0.46214,124,0.31414,119,0.25336,145,0.63795,67,-0.7462,81,-0.4141
ENSG00000125851,PCSK2,106,1.16856,7,-2.8989,10,-2.4412,14,-1.9043,168,2.54993,25,-1.2314,23,-1.3680
ENSG00000125868,DSTN,484,-0.6392,370,-1.0436,731,-0.0002,406,-0.9064,1053,0.65906,1107,0.86778,453,-0.8638
ENSG00000125844,RRBP1,84,0.07170,237,1.82625,89,0.15393,133,0.80283,15,-2.5875,59,-0.5630,72,-0.2077
ENSG00000089006,SNX5,61,-0.7767,94,-0.1279,67,-0.6481,153,0.65225,52,-1.1001,87,-0.2815,160,0.95423
ENSG00000101310,SEC23B,24,-0.5619,66,1.07321,15,-1.2205,8,-2.0446,43,0.42225,18,-1.0789,51,0.84598
ENSG00000232388,SMIM26,29,-1.7005,59,-0.6258,47,-0.9504,57,-0.6666,93,0.08084,108,0.40243,120,0.61277
ENSG00000125821,DTD1,37,-0.3792,46,-0.0549,6,-2.9098,29,-0.7403,79,0.93373,52,0.17843,46,-0.0755
ENSG00000132669,RIN2,18,-1.0146,37,0.07690,48,0.46688,43,0.30234,11,-1.7891,39,0.20501,46,0.52878
ENSG00000173418,NAA20,22,-1.5197,29,-1.1099,26,-1.2847,13,-2.3303,123,1.34631,37,-0.8763,94,0.90527
ENSG00000101343,CRNKL1,49,0.49001,82,1.35861,31,-0.2255,51,0.56135,44,0.34587,20,-1.0596,24,-0.7359
ENSG00000088930,XRN2,54,0.06142,89,0.86414,54,0.05280,93,0.94708,52,0.00090,30,-0.9485,46,-0.2239
ENSG00000125814,NAPB,367,0.45204,80,-1.8744,321,0.23583,106,-1.4615,567,1.37496,275,-0.0097,161,-0.9603
ENSG00000101439,CST3,2469,-1.5393,2011,-1.8435,4597,-0.6031,7816,0.22444,2555,-1.5783,7361,0.15935,12441,1.34457
ENSG00000101463,SYNDIG1,12,-1.5726,48,0.46312,30,-0.2753,3,-3.5406,51,0.62251,58,1.03240,20,-1.0275
ENSG00000101474,APMAP,53,-0.4286,29,-1.3281,22,-1.7295,25,-1.5366,110,0.82904,49,-0.6479,114,1.04288
ENSG00000154930,ACSS1,15,-1.9962,21,-1.4520,20,-1.5602,10,-2.5620,9,-2.8605,39,-0.6489,158,2.79624
ENSG00000197586,ENTPD6,101,0.86535,14,-2.1028,48,-0.3394,10,-2.6369,99,0.93417,58,-0.0561,56,-0.1059
ENSG00000100994,PYGB,45,-0.8852,59,-0.4669,34,-1.3064,52,-0.6549,76,-0.0830,60,-0.5414,147,1.33139
ENSG00000100997,ABHD12,65,-0.6531,82,-0.3006,66,-0.6255,101,0.02158,115,0.25459,112,0.22850,105,0.09836
ENSG00000101294,HM13,46,-0.1959,43,-0.2899,27,-1.0108,31,-0.7804,57,0.17168,31,-0.9156,89,1.17720
ENSG00000125968,ID1,5,-4.2328,94,0.02623,67,-0.5039,25,-1.9584,12,-3.1509,205,1.89423,93,0.01491
ENSG00000171552,BCL2L1,33,-0.5811,42,-0.2082,45,-0.1157,37,-0.3966,61,0.39103,55,0.25902,45,-0.1191
ENSG00000101337,TM9SF4,42,0.73477,12,-1.1186,27,0.07303,8,-1.7738,47,1.06441,12,-1.3110,32,0.37550
ENSG00000101350,KIF3B,288,1.01735,107,-0.5673,240,0.70586,117,-0.4289,156,0.01629,159,0.05963,104,-0.7198
ENSG00000149600,COMMD7,75,0.00216,43,-0.8353,55,-0.4862,56,-0.4497,93,0.37428,71,-0.0985,90,0.37246
ENSG00000101367,MAPRE1,38,-0.8281,79,0.31928,38,-0.8213,101,0.70173,37,-0.9160,64,-0.0228,85,0.55542
ENSG00000101400,SNTA1,77,-1.3496,53,-1.9101,93,-1.0775,114,-0.7647,107,-0.9243,172,-0.1611,394,1.72863
ENSG00000078699,CBFA2T2,69,1.18172,58,0.88112,14,-1.2633,0,-6.2116,32,-0.0583,22,-0.7129,42,0.48274
ENSG00000125967,NECAB3,38,0.01228,1,-4.8178,20,-0.9360,3,-3.5126,66,1.00412,44,0.28439,43,0.25440
ENSG00000101421,CHMP4B,83,-0.9782,110,-0.5501,118,-0.4417,77,-1.0833,141,-0.1870,213,0.62123,192,0.39806
ENSG00000125970,RALY,49,-0.4120,95,0.63804,58,-0.1504,39,-0.7298,53,-0.3130,50,-0.4497,89,0.68924
ENSG00000125977,EIF2S2,342,0.18868,529,0.89834,364,0.28759,452,0.63886,261,-0.2558,253,-0.3407,225,-0.5495
ENSG00000101444,AHCY,23,-0.6630,10,-1.8619,10,-1.8814,27,-0.4190,51,0.65404,39,0.20111,45,0.47852
ENSG00000078747,ITCH,89,1.20251,146,2.11281,21,-1.0771,33,-0.4037,48,0.20334,12,-2.0657,30,-0.6201
ENSG00000125971,DYNLRB1,184,-0.9775,225,-0.6757,317,-0.1460,199,-0.8632,546,0.81951,459,0.55785,262,-0.5214
ENSG00000101460,MAP1LC3A,159,-0.5353,104,-1.1745,125,-0.9051,48,-2.3069,315,0.60458,298,0.56799,247,0.17922
ENSG00000198646,NCOA6,59,0.51860,98,1.37993,47,0.15367,62,0.61439,40,-0.1053,20,-1.3213,35,-0.3705
ENSG00000078804,TP53INP2,119,-0.6845,520,1.74759,317,0.87200,746,2.47290,23,-3.1963,102,-1.0605,55,-2.0316
ENSG00000131067,GGT7,62,1.31051,8,-1.8364,6,-2.2970,16,-0.8073,42,0.76482,25,-0.1884,27,-0.0489
ENSG00000100983,GSS,25,0.15305,19,-0.2489,0,-6.8275,25,0.13928,45,1.25275,22,-0.0251,16,-0.6439
ENSG00000100991,TRPC4AP,35,0.12950,21,-0.6111,15,-1.1490,23,-0.4687,40,0.41041,33,0.06226,36,0.25216
ENSG00000126005,MMP24OS,56,-1.2006,39,-1.7331,117,-0.0771,70,-0.8725,118,-0.0763,190,0.91228,130,0.10388
ENSG00000242372,EIF6,29,-0.7155,29,-0.7476,17,-1.5556,9,-2.3634,59,0.40011,72,0.89956,48,0.05032
ENSG00000101019,UQCC1,38,0.31228,9,-1.8664,15,-1.0773,42,0.48959,50,0.88891,25,-0.3580,30,-0.0536
ENSG00000126001,CEP250,54,1.17332,4,-2.7715,69,1.60550,30,0.21376,20,-0.4804,16,-0.8747,24,-0.1956
ENSG00000125991,ERGIC3,48,-0.5879,23,-1.6514,49,-0.5465,78,0.17586,80,0.23244,51,-0.5627,109,0.93197
ENSG00000214078,CPNE1,48,0.79400,35,0.28287,10,-1.5833,4,-2.7156,43,0.67917,23,-0.4190,33,0.21545
ENSG00000244462,RBM12,27,-0.1202,20,-0.5499,12,-1.2978,37,0.37468,47,0.87443,32,0.16260,21,-0.5711
ENSG00000244005,NFS1,34,0.47781,21,-0.2809,8,-1.7034,19,-0.3958,40,0.86075,16,-0.7417,29,0.31826
ENSG00000125995,ROMO1,87,-1.5287,121,-1.0425,323,0.48604,339,0.56002,166,-0.6050,313,0.54884,241,0.01573
ENSG00000131051,RBM39,513,1.05305,621,1.38494,362,0.47127,358,0.45502,183,-0.6443,161,-0.9240,176,-0.7665
ENSG00000025293,PHF20,89,0.39290,71,0.03528,103,0.63664,74,0.11454,90,0.47263,62,-0.2032,42,-0.8844
ENSG00000171222,SCAND1,76,-0.7142,113,-0.1104,53,-1.2601,83,-0.5858,176,0.67434,132,0.15883,128,0.09834
ENSG00000260032,NORAD,460,-0.0995,549,0.17960,424,-0.2281,383,-0.3844,633,0.45280,535,0.17119,399,-0.3837
ENSG00000088367,EPB41L1,188,0.10332,123,-0.5612,207,0.24847,77,-1.2699,180,0.02991,225,0.48313,164,-0.1436
ENSG00000080845,DLGAP4,84,-0.2421,41,-1.3323,42,-1.2861,26,-2.0128,105,0.11578,150,0.87845,109,0.20617
ENSG00000101335,MYL9,34,-1.6503,11,-3.2259,0,-7.3033,0,-8.7244,4,-4.5959,364,4.74124,21,-2.5431
ENSG00000101084,RAB5IF,51,-0.1558,21,-1.5170,47,-0.2950,30,-0.9887,83,0.67432,66,0.30796,56,-0.0237
ENSG00000101079,NDRG3,142,0.35505,100,-0.1951,36,-1.7345,40,-1.5771,275,1.76508,80,-0.6343,83,-0.5577
ENSG00000101347,SAMHD1,37,-0.4743,56,0.17461,42,-0.2817,56,0.15516,39,-0.4164,62,0.40036,50,-0.0141
ENSG00000118705,RPN2,57,-0.9612,113,0.08658,68,-0.7021,147,0.50850,99,-0.1366,65,-0.8859,169,0.95888
ENSG00000101363,MANBAL,23,-1.2343,31,-0.8035,29,-0.9201,46,-0.2023,75,0.64354,44,-0.3284,73,0.66895
ENSG00000166619,BLCAP,123,0.38749,23,-2.1063,75,-0.3893,43,-1.2260,198,1.38390,83,-0.2630,81,-0.3229
ENSG00000053438,NNAT,180,0.35183,95,-0.6424,53,-1.5073,68,-1.1452,343,1.71357,166,0.28508,49,-1.8324
ENSG00000132792,CTNNBL1,24,-0.5052,47,0.55950,17,-1.0165,43,0.42604,48,0.66545,35,0.12509,21,-0.7819
ENSG00000132821,VSTM2L,37,-1.0763,10,-2.8967,30,-1.3758,12,-2.6406,145,1.26027,94,0.45803,78,0.07907
ENSG00000170471,RALGAPB,22,-0.6404,26,-0.3993,45,0.46029,28,-0.2675,71,1.44008,29,-0.2686,17,-1.1509
ENSG00000101438,SLC32A1,12,-1.2809,10,-1.5492,17,-0.7944,0,-5.2408,79,2.07453,7,-2.2075,41,0.73648
ENSG00000101445,PPP1R16B,47,-1.1122,145,0.64794,95,-0.0327,7,-3.8612,65,-0.6588,124,0.49465,122,0.46501
ENSG00000198900,TOP1,265,0.74141,253,0.66498,224,0.46483,276,0.80900,153,-0.1558,77,-1.3500,151,-0.1962
ENSG00000124181,PLCG1,24,-0.1729,2,-3.4260,25,-0.1297,23,-0.2331,19,-0.6149,17,-0.7857,54,1.53279
ENSG00000174306,ZHX3,84,0.22334,60,-0.3111,54,-0.4603,140,1.05859,35,-1.1882,49,-0.7294,108,0.79553
ENSG00000124177,CHD6,243,0.79289,193,0.41107,298,1.13694,212,0.56462,118,-0.3885,83,-1.0401,118,-0.4245
ENSG00000196090,PTPRT,152,1.79440,56,0.09660,35,-0.6220,51,-0.0568,97,1.13198,30,-0.9800,18,-1.8207
ENSG00000124193,SRSF6,35,-0.7408,106,0.98373,12,-2.3265,24,-1.2933,64,0.19395,39,-0.7205,89,0.92761
ENSG00000223891,OSER1-DT,25,-0.2406,16,-0.8994,34,0.22479,38,0.41274,32,0.17423,30,0.03277,28,-0.0804
ENSG00000124194,GDAP1L1,25,-1.0253,34,-0.5486,45,-0.1355,27,-0.8793,66,0.55092,64,0.54363,43,-0.2275
ENSG00000132824,SERINC3,204,0.28634,181,0.09670,91,-0.9603,180,0.09176,356,1.41451,125,-0.5702,100,-0.9453
ENSG00000168734,PKIG,92,-0.7768,51,-1.6555,152,-0.0075,55,-1.5475,226,0.70892,236,0.91193,108,-0.6355
ENSG00000101098,RIMS4,35,0.21834,0,-7.2904,18,-0.7935,3,-3.3904,19,-0.7599,45,0.80133,45,0.83114
ENSG00000166913,YWHAB,1287,0.58283,801,-0.1730,748,-0.2799,622,-0.5630,1789,1.32021,699,-0.4592,536,-0.9209
ENSG00000025772,TOMM34,20,-0.2100,7,-1.7943,2,-3.2717,13,-0.9194,50,1.47587,29,0.44119,16,-0.6283
ENSG00000101109,STK4,72,1.19255,35,0.01063,58,0.84358,80,1.37461,18,-1.0129,24,-0.6818,21,-0.9079
ENSG00000124145,SDC4,1,-5.0471,36,-0.6863,30,-0.9700,71,0.37540,11,-2.5458,27,-1.2801,144,2.41597
ENSG00000244274,DBNDD2,58,-2.1371,1489,3.53751,80,-1.6665,367,0.67604,147,-0.8248,105,-1.4481,97,-1.5652
ENSG00000124155,PIGT,32,-0.2495,70,1.00406,17,-1.2197,5,-2.7777,48,0.44476,29,-0.4804,48,0.47948
ENSG00000124104,SNX21,19,-0.5825,7,-1.9661,23,-0.3008,18,-0.6711,23,-0.3097,38,0.61045,36,0.50470
ENSG00000101473,ACOT8,41,-0.1803,17,-1.5081,7,-2.6950,9,-2.3768,85,1.11434,51,0.18401,53,0.27130
ENSG00000064601,CTSA,71,0.77968,32,-0.4629,9,-2.3887,20,-1.1762,58,0.50444,24,-1.0502,68,0.92591
ENSG00000100979,PLTP,22,-1.7144,29,-1.3647,5,-3.7080,81,0.21799,25,-1.6719,35,-1.2038,184,2.48403
ENSG00000124140,SLC12A5,187,0.54184,32,-2.1551,53,-1.4030,32,-2.1524,289,1.49045,154,0.27878,86,-0.7846
ENSG00000149654,CDH22,14,-1.2542,0,-7.4038,0,-8.1088,7,-2.3436,67,1.36741,37,0.23547,42,0.51484
ENSG00000080189,SLC35C2,30,0.44339,19,-0.2627,3,-2.6543,2,-3.3492,24,0.08248,18,-0.4167,39,1.13056
ENSG00000062598,ELMO2,55,0.95978,39,0.41013,0,-7.9600,2,-3.7339,30,-0.0250,22,-0.5641,47,0.91884
ENSG00000101040,ZMYND8,213,1.36850,149,0.75395,64,-0.5719,65,-0.5504,106,0.23038,53,-1.0120,85,-0.1663
ENSG00000196562,SULF2,66,0.39770,66,0.39492,49,-0.0931,80,0.70221,36,-0.5977,34,-0.7663,62,0.35089
ENSG00000124126,PREX1,27,-1.8397,337,2.24936,42,-1.2002,37,-1.3817,21,-2.3163,67,-0.6019,142,0.89700
ENSG00000124198,ARFGEF2,68,1.04825,19,-0.9431,61,0.87661,25,-0.5548,44,0.36804,21,-0.9084,34,-0.0834
ENSG00000124207,CSE1L,34,-0.3067,79,1.02103,15,-1.5745,28,-0.6175,69,0.89410,25,-0.9317,46,0.15374
ENSG00000124214,STAU1,128,0.41536,97,-0.0301,71,-0.5013,131,0.45104,113,0.23352,70,-0.6320,108,0.16350
ENSG00000124228,DDX27,119,1.28270,73,0.45477,145,1.63558,57,0.07570,29,-1.0098,36,-0.7565,31,-0.9717
ENSG00000124201,ZNFX1,43,0.54568,48,0.73170,15,-1.0611,31,0.02095,16,-1.0158,40,0.56025,25,-0.3620
ENSG00000177410,ZFAS1,83,-1.4146,179,-0.2562,244,0.22966,317,0.65480,144,-0.6394,281,0.58213,192,-0.1739
ENSG00000158445,KCNB1,227,2.36696,8,-2.8336,49,-0.2832,47,-0.3339,122,1.38766,29,-1.2131,14,-2.3307
ENSG00000158470,B4GALT5,36,0.17893,9,-1.8599,14,-1.1820,4,-3.0197,56,1.03889,18,-1.0207,51,1.00180
ENSG00000124226,RNF114,51,0.15835,50,0.11399,36,-0.4021,22,-1.1162,38,-0.3310,56,0.36075,52,0.19933
ENSG00000244687,UBE2V1,155,0.10355,93,-0.6924,138,-0.0806,174,0.28058,193,0.50490,134,-0.1573,133,-0.1748
ENSG00000172216,CEBPB,22,-1.2123,10,-2.2590,5,-3.2000,21,-1.2688,57,0.30400,75,0.92902,60,0.43863
ENSG00000124243,BCAS4,22,-0.6633,4,-3.0819,3,-3.4995,27,-0.3574,39,0.25715,55,1.01821,36,0.11259
ENSG00000101126,ADNP,124,1.01379,100,0.65518,43,-0.6523,47,-0.5399,71,0.11561,42,-0.8374,72,0.15608
ENSG00000000419,DPM1,28,-0.1867,35,0.14394,8,-2.0723,17,-0.9389,55,1.00572,28,-0.2336,33,0.08289
ENSG00000054793,ATP9A,206,0.37725,160,-0.0281,93,-0.8550,100,-0.7429,222,0.55917,167,0.05161,149,-0.1682
ENSG00000064787,BCAS1,214,-1.5249,2409,2.52993,1186,1.16692,2523,2.63363,35,-4.2864,126,-2.5443,71,-3.3959
ENSG00000101132,PFDN4,80,-0.5910,55,-1.1582,173,0.63069,120,0.04326,163,0.60029,120,0.05822,95,-0.3739
ENSG00000101134,DOK5,3,-3.4546,23,-0.6283,6,-2.4094,7,-2.2814,47,0.57540,32,-0.0930,59,1.19806
ENSG00000054803,CBLN4,15,-1.7745,0,-7.9811,0,-8.7027,0,-7.6921,121,1.80033,14,-2.0746,96,1.52254
ENSG00000124098,FAM210B,32,-1.1488,41,-0.7663,112,0.79640,47,-0.5875,47,-0.6073,81,0.34265,83,0.38531
ENSG00000022277,RTF2,87,-0.7924,200,0.51608,68,-1.1509,140,-0.0583,163,0.20587,131,-0.1963,176,0.38076
ENSG00000101144,BMP7,15,-1.8116,33,-0.6984,3,-4.1120,33,-0.6947,8,-2.8949,30,-0.9770,145,2.75484
ENSG00000124225,PMEPA1,106,0.76621,52,-0.3709,52,-0.3548,90,0.50245,57,-0.2296,62,-0.1134,63,-0.0884
ENSG00000124209,RAB22A,57,-0.4310,107,0.56396,86,0.21273,80,0.10428,68,-0.1576,88,0.31556,57,-0.5184
ENSG00000124164,VAPB,105,0.63777,62,-0.2043,23,-1.6557,31,-1.2517,96,0.55569,81,0.27111,63,-0.2068
ENSG00000124222,STX16,119,1.09276,108,0.92863,55,-0.1533,44,-0.4885,40,-0.6999,38,-0.8563,70,0.28306
ENSG00000087460,GNAS,2527,-0.1246,1730,-0.7084,2615,-0.0711,1561,-0.8648,3707,0.54413,2742,0.00415,2920,0.12664
ENSG00000101158,NELFCD,72,0.89464,83,1.15169,7,-2.5426,27,-0.6369,20,-1.1226,27,-0.7343,60,0.79077
ENSG00000124172,ATP5F1E,614,-1.4720,829,-1.0233,2023,0.35970,1669,0.05343,1453,-0.1802,2450,0.87579,1325,-0.3683
ENSG00000101166,PRELID3B,29,-0.4718,37,-0.0916,4,-3.1837,74,1.01459,39,-0.0026,25,-0.8231,59,0.81626
ENSG00000087495,PHACTR3,162,-0.2449,321,0.85116,246,0.41346,159,-0.2778,120,-0.7544,184,-0.0623,199,0.09189
ENSG00000196227,FAM217B,167,0.71380,64,-0.7822,111,0.05885,107,0.00062,134,0.39753,89,-0.3478,100,-0.1250
ENSG00000179242,CDH4,32,-0.2100,6,-2.6744,43,0.25285,2,-3.9781,21,-0.9399,23,-0.7978,82,1.89972
ENSG00000101182,PSMA7,227,-0.1278,215,-0.2177,205,-0.2886,197,-0.3489,323,0.48178,241,-0.0413,249,0.01387
ENSG00000184402,SS18L1,47,0.72064,24,-0.3364,7,-2.0699,33,0.17464,56,1.16480,24,-0.3638,20,-0.6724
ENSG00000130703,OSBPL2,22,-0.7464,53,0.58075,20,-0.9022,7,-2.3674,47,0.42051,31,-0.3104,50,0.64215
ENSG00000130706,ADRM1,31,-0.9923,69,0.21035,9,-2.7754,62,0.05523,89,0.71180,58,-0.0625,66,0.17203
ENSG00000171858,RPS21,784,-1.2564,1224,-0.5834,2884,0.77677,2574,0.58842,1111,-0.7868,2476,0.67342,1428,-0.4136
ENSG00000060491,OGFR,78,1.65454,13,-1.1401,31,0.10285,4,-2.7218,32,0.19224,35,0.35613,17,-0.9145
ENSG00000101190,TCFL5,14,-1.1449,57,1.06589,56,1.01454,19,-0.6487,19,-0.7131,35,0.35448,22,-0.5725
ENSG00000101193,GID8,27,-0.5166,35,-0.1448,32,-0.2998,10,-1.9305,42,0.14073,45,0.28474,47,0.38147
ENSG00000101198,NKAIN4,27,-1.7944,62,-0.5855,51,-0.8715,208,1.37337,25,-2.0633,41,-1.3664,189,1.69600
ENSG00000075043,KCNQ2,190,0.89909,26,-2.1615,53,-1.1108,67,-0.7615,123,0.20107,136,0.43162,108,-0.0250
ENSG00000101210,EEF1A2,408,-0.2272,82,-2.6272,426,-0.1590,167,-1.5740,879,1.17061,585,0.43142,354,-0.5262
ENSG00000125534,PPDPF,106,-1.0606,181,-0.2402,142,-0.6152,283,0.46545,246,0.26405,232,0.17873,213,0.01249
ENSG00000197457,STMN3,183,-0.4426,121,-1.0672,126,-1.0081,130,-0.9616,381,0.82139,267,0.18706,264,0.16212
ENSG00000101246,ARFRP1,32,-0.0235,24,-0.4672,31,-0.0297,6,-2.5269,43,0.49743,40,0.42750,29,-0.1648
ENSG00000101150,TPD52L2,33,-0.1827,39,0.09601,0,-5.7922,5,-2.8803,47,0.43267,35,-0.0961,56,0.83670
ENSG00000101152,DNAJC5,189,0.94321,55,-1.0058,39,-1.5217,34,-1.7194,134,0.41158,128,0.37675,101,-0.0927
ENSG00000101161,PRPF6,145,1.01342,108,0.51261,77,-0.0087,76,-0.0316,89,0.22509,52,-0.7145,65,-0.3502
ENSG00000171703,TCEA2,103,-0.6818,78,-1.1068,103,-0.6915,76,-1.1534,191,0.30150,247,0.89835,149,-0.1391
ENSG00000203880,PCMTD2,77,1.22859,25,-0.5591,21,-0.8032,51,0.51990,29,-0.3910,30,-0.3746,39,0.11010
ENSG00000155304,HSPA13,68,0.32054,15,-1.9113,22,-1.3901,61,0.15362,92,0.93713,31,-1.0056,73,0.56201
ENSG00000180530,NRIP1,147,1.43174,79,0.39069,63,0.02875,115,1.00240,71,0.24413,35,-1.0258,31,-1.2165
ENSG00000155313,USP25,51,0.70730,39,0.28129,41,0.35628,11,-1.6015,55,0.93961,27,-0.3284,20,-0.9073
ENSG00000215386,MIR99AHG,218,1.61475,151,0.96297,60,-0.5034,99,0.27762,30,-1.6334,41,-1.2196,95,0.26783
ENSG00000154639,CXADR,87,1.12240,144,2.05150,36,-0.3097,35,-0.3571,52,0.32309,22,-1.2050,17,-1.5845
ENSG00000154654,NCAM2,138,0.28614,203,0.91415,101,-0.2095,107,-0.1138,205,1.07527,40,-1.8022,101,-0.2423
ENSG00000154721,JAM2,42,-0.8474,40,-0.9175,53,-0.5063,59,-0.3345,54,-0.5171,52,-0.6124,141,1.45197
ENSG00000154723,ATP5PF,227,-1.2155,163,-1.7088,541,0.11525,467,-0.1157,607,0.33357,632,0.45859,508,0.02122
ENSG00000142192,APP,674,0.63618,869,1.06267,316,-0.5573,395,-0.2154,952,1.42716,204,-1.3960,224,-1.2400
ENSG00000198862,LTN1,42,0.39276,69,1.21275,37,0.17168,94,1.76158,27,-0.3490,10,-1.9849,23,-0.6276
ENSG00000156256,USP16,108,-0.2154,271,1.29075,134,0.12207,260,1.21594,90,-0.5287,82,-0.7347,95,-0.4843
ENSG00000156261,CCT8,28,-1.6223,85,0.04750,33,-1.3748,62,-0.4586,186,1.57101,53,-0.8060,85,0.05084
ENSG00000171189,GRIK1,100,1.22643,23,-1.0728,7,-2.8076,3,-4.0500,49,0.06082,17,-1.6915,95,1.57770
ENSG00000156299,TIAM1,84,0.46169,77,0.31604,60,-0.0663,31,-1.0855,73,0.26152,56,-0.2315,63,0.01218
ENSG00000142168,SOD1,284,-1.2578,543,-0.2739,368,-0.8673,639,-0.0198,983,0.76018,695,0.13889,627,-0.0608
ENSG00000159079,CFAP298,123,1.06010,93,0.59160,56,-0.1994,32,-1.0374,84,0.48082,45,-0.6238,53,-0.3409
ENSG00000159082,SYNJ1,88,0.67698,40,-0.5641,38,-0.6332,30,-0.9930,139,1.73731,39,-0.6993,33,-0.9661
ENSG00000159086,PAXBP1,83,1.08706,152,2.20403,87,1.15231,29,-0.6156,22,-1.0808,12,-2.1041,27,-0.8022
ENSG00000205927,OLIG2,77,0.49907,248,2.65973,34,-0.7620,29,-1.0152,12,-2.3780,23,-1.5162,64,0.26468
ENSG00000184221,OLIG1,139,-0.8298,512,1.25918,210,-0.2000,203,-0.2482,80,-1.7434,276,0.28935,269,0.23943
ENSG00000142166,IFNAR1,37,-0.4190,86,0.93267,15,-1.7405,42,-0.2057,53,0.16659,42,-0.2428,55,0.26368
ENSG00000159128,IFNGR2,52,0.43400,4,-3.2877,25,-0.6914,12,-1.7304,64,0.86997,57,0.72932,28,-0.6240
ENSG00000142188,TMEM50B,46,-0.5240,40,-0.7338,48,-0.4716,51,-0.3668,67,0.07214,69,0.13596,83,0.49429
ENSG00000159140,SON,655,0.77771,872,1.26832,465,0.22172,472,0.24319,272,-0.6647,246,-0.8900,369,-0.1742
ENSG00000205758,CRYZL1,66,-0.1109,61,-0.2180,85,0.28270,81,0.21031,60,-0.2854,84,0.34418,61,-0.2678
ENSG00000205726,ITSN1,502,0.91545,236,-0.2964,494,0.88910,226,-0.3637,236,-0.3259,274,-0.0794,225,-0.4404
ENSG00000241837,ATP5PO,146,-1.3201,129,-1.4985,338,-0.0355,268,-0.3999,461,0.51406,412,0.34382,371,0.13779
ENSG00000243927,MRPS6,55,-0.3091,44,-0.6433,10,-2.8085,16,-2.1014,102,0.75306,59,-0.2493,100,0.82935
ENSG00000198743,SLC5A3,61,1.52022,8,-1.5588,27,0.14141,4,-2.4442,34,0.60386,18,-0.5699,23,-0.0842
ENSG00000159200,RCAN1,61,0.21667,131,1.49964,30,-0.8599,68,0.39377,60,0.22658,38,-0.6039,37,-0.6415
ENSG00000159228,CBR1,74,-1.1645,451,1.76523,43,-1.9541,216,0.49324,71,-1.3179,57,-1.7534,270,1.14500
ENSG00000159256,MORC3,62,0.89289,59,0.80072,55,0.68387,60,0.82276,33,-0.1527,12,-1.8229,31,-0.2891
ENSG00000182670,TTC3,1907,1.00328,1098,0.09918,1969,1.05810,1230,0.28019,724,-0.5935,916,-0.2231,657,-0.8141
ENSG00000157540,DYRK1A,103,0.78513,54,-0.2429,58,-0.1247,8,-2.9541,92,0.68522,52,-0.3510,64,0.03166
ENSG00000157542,KCNJ6,391,0.99114,36,-2.6688,466,1.29635,103,-1.1030,156,-0.5185,311,0.79128,103,-1.2707
ENSG00000157557,ETS2,35,-0.0568,12,-1.6914,22,-0.7172,9,-2.0579,77,1.43648,39,0.14928,28,-0.4387
ENSG00000183527,PSMG1,11,-1.0204,30,0.49006,27,0.30712,7,-1.7454,43,1.25013,16,-0.5485,18,-0.3403
ENSG00000185658,BRWD1,251,0.66318,186,0.17693,202,0.31232,240,0.58658,218,0.48719,107,-0.7938,119,-0.6106
ENSG00000205581,HMGN1,196,0.63989,176,0.46294,80,-0.7607,208,0.73442,84,-0.7493,104,-0.4319,146,0.20671
ENSG00000182093,GET1,74,-0.6039,126,0.20968,89,-0.3341,69,-0.7243,169,0.78019,75,-0.6908,133,0.37768
ENSG00000185437,SH3BGR,14,-1.1236,39,0.44031,40,0.51587,44,0.65627,22,-0.4730,38,0.54172,18,-0.8382
ENSG00000183036,PCP4,25,-1.7557,14,-2.6080,114,0.52190,10,-3.1150,159,1.24932,126,0.90526,41,-1.2006
ENSG00000160194,NDUFV3,78,-0.9848,54,-1.5149,205,0.52617,132,-0.1748,154,0.07855,169,0.26317,162,0.18539
ENSG00000160209,PDXK,182,0.02242,28,-2.7411,118,-0.6383,67,-1.4930,141,-0.4000,224,0.44511,267,0.82837
