Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000110330,BIRC2,25,-0.9798,91,1.02341,68,0.54013,38,-0.3783,49,0.02646,36,-0.5513,51,0.10064
ENSG00000152558,TMEM123,9,-3.0514,179,1.53800,51,-0.5203,109,0.68194,13,-2.6168,56,-0.4282,104,0.77549
ENSG00000137692,DCUN1D5,51,0.15692,39,-0.2479,16,-1.5821,41,-0.1690,68,0.69620,42,-0.1545,47,0.05637
ENSG00000187240,DYNC2H1,123,1.57105,43,-0.1798,71,0.62593,23,-1.1259,42,-0.2042,29,-0.8876,48,-0.0043
ENSG00000152578,GRIA4,175,1.08847,47,-0.9691,19,-2.3269,21,-2.1758,245,2.05395,44,-1.2516,64,-0.6064
ENSG00000170903,MSANTD4,76,0.27619,79,0.35332,36,-0.8764,121,1.05423,46,-0.5508,53,-0.3186,66,0.07415
ENSG00000149313,AASDHPPT,163,0.75787,93,-0.1323,98,-0.0527,107,0.08526,189,1.16573,48,-1.3064,78,-0.4777
ENSG00000152402,GUCY1A2,203,1.51184,68,-0.2785,49,-0.7966,84,0.04047,123,0.74011,74,-0.1992,37,-1.3768
ENSG00000152404,CWF19L2,248,0.96629,202,0.62060,197,0.58220,150,0.14740,61,-1.3046,123,-0.2072,118,-0.2721
ENSG00000110675,ELMOD1,106,0.76865,5,-3.6253,20,-1.8118,7,-3.2178,203,2.39805,24,-1.6821,57,-0.2716
ENSG00000166266,CUL5,105,0.50376,145,1.03751,55,-0.4991,92,0.28271,83,0.14899,58,-0.5040,60,-0.4447
ENSG00000075239,ACAT1,83,0.04622,60,-0.4502,71,-0.1967,30,-1.4847,105,0.46726,85,0.09610,86,0.13199
ENSG00000149311,ATM,149,1.93280,150,1.94190,32,-0.6070,4,-3.4325,37,-0.4412,20,-1.4858,35,-0.5633
ENSG00000178105,DDX10,138,1.54569,86,0.74108,72,0.44636,64,0.24328,55,0.01670,39,-0.5941,22,-1.5559
ENSG00000185742,C11orf87,86,0.88199,6,-3.1380,11,-2.2437,19,-1.4212,165,2.59551,27,-1.1048,22,-1.3852
ENSG00000137710,RDX,215,-0.3789,1229,2.70483,198,-0.5063,599,1.28659,81,-1.9464,133,-1.2762,165,-0.9114
ENSG00000137714,FDX1,21,-0.6884,11,-1.5826,12,-1.5626,40,0.28175,32,-0.0731,37,0.22507,46,0.67698
ENSG00000170145,SIK2,20,-0.7791,31,-0.1467,9,-1.9513,62,0.96591,62,1.12956,15,-1.3540,38,0.22455
ENSG00000137720,C11orf1,2,-3.6790,17,-0.8497,35,0.20424,44,0.60394,37,0.35265,36,0.31521,28,-0.1408
ENSG00000109846,CRYAB,294,-1.3282,3384,2.88049,318,-1.2125,1137,0.77703,132,-2.6252,274,-1.6271,739,0.09633
ENSG00000150764,DIXDC1,74,-0.0189,342,2.73987,119,0.74704,72,-0.0713,40,-1.0215,14,-2.7302,57,-0.5040
ENSG00000150768,DLAT,15,-1.2870,32,-0.1448,6,-2.4658,20,-0.8180,66,1.20293,38,0.15355,33,-0.1007
ENSG00000150776,NKAPD1,65,0.32422,102,1.06209,34,-0.6814,104,1.10035,39,-0.4920,33,-0.8382,51,-0.0789
ENSG00000150779,TIMM8B,44,-1.4966,77,-0.6585,162,0.49901,99,-0.2781,103,-0.2319,159,0.59722,118,1.77709
ENSG00000204370,SDHD,22,-1.6980,51,-0.4580,37,-0.9500,86,0.35119,59,-0.2684,79,0.25390,93,0.59576
ENSG00000150787,PTS,52,-0.3334,53,-0.3001,71,0.14795,25,-1.4271,98,0.76082,76,0.34366,49,-0.5128
ENSG00000149294,NCAM1,636,0.90219,579,0.74439,222,-0.7688,352,-0.0553,465,0.42860,140,-1.6494,414,0.24636
ENSG00000109906,ZBTB16,130,0.97044,34,-1.1456,78,0.14173,12,-2.6652,58,-0.3639,66,-0.1606,97,0.62704
ENSG00000076043,REXO2,32,-0.1148,19,-0.8900,53,0.69554,47,0.51847,27,-0.3930,27,-0.4479,42,0.38787
ENSG00000182985,CADM1,73,-1.0999,148,-0.0214,33,-2.2833,57,-1.4623,146,-0.0446,75,-1.2243,325,1.81379
ENSG00000109917,ZPR1,35,0.46495,19,-0.4618,50,1.03764,9,-1.6471,37,0.61887,21,-0.4334,22,-0.3423
ENSG00000160584,SIK3,86,0.36317,219,1.98563,32,-1.1766,47,-0.5849,59,-0.2648,47,-0.6774,60,-0.2443
ENSG00000168092,PAFAH1B2,231,0.94744,226,0.90810,108,-0.2772,55,-1.3018,150,0.27047,105,-0.3825,104,-0.3990
ENSG00000149591,TAGLN,15,-2.9880,35,-1.8182,0,-9.9390,0,-8.9269,2,-5.6024,418,4.73120,28,-2.3681
ENSG00000160613,PCSK7,153,2.49147,62,0.80623,48,0.39757,0,-6.5027,19,-1.0689,21,-1.0463,28,-0.5014
ENSG00000167257,RNF214,59,1.02479,41,0.41402,81,1.57662,58,1.01352,20,-0.7319,19,-0.8387,13,-1.5389
ENSG00000186318,BACE1,111,0.12347,463,2.71358,64,-0.7413,177,0.87998,83,-0.3716,30,-2.0588,55,-1.1138
ENSG00000137726,FXYD6,466,0.34426,164,-1.2596,130,-1.6136,95,-2.0651,722,1.23721,234,-0.8526,501,0.58667
ENSG00000177098,SCN4B,28,0.28868,0,-6.6494,12,-1.0341,5,-2.2668,34,0.68032,29,0.43233,27,0.25897
ENSG00000149575,SCN2B,124,0.76776,22,-1.8884,73,-0.0769,47,-0.7628,118,0.77910,58,-0.5317,83,0.14209
ENSG00000110344,UBE4A,70,0.72333,90,1.13116,10,-2.1814,22,-1.0742,66,0.70083,16,-1.7660,55,0.41585
ENSG00000167283,ATP5MG,197,-1.3840,167,-1.6312,462,-0.0846,418,-0.2425,688,0.61732,645,0.56337,435,-0.2182
ENSG00000118058,KMT2A,486,1.32000,458,1.21428,342,0.71839,246,0.18601,136,-0.7916,136,-0.8500,137,-0.8359
ENSG00000149582,TMEM25,44,0.30455,30,-0.2813,7,-2.3725,0,-7.1554,86,1.69262,16,-1.4349,45,0.42502
ENSG00000118096,IFT46,28,0.14485,26,0.04601,16,-0.7086,9,-1.5396,39,0.77793,14,-0.9860,34,0.63088
ENSG00000095139,ARCN1,55,0.03946,78,0.59900,28,-0.9659,41,-0.4001,88,0.90234,33,-0.8776,55,0.06797
ENSG00000019144,PHLDB1,46,-0.3446,343,3.42235,40,-0.5457,15,-1.9821,5,-3.7641,30,-1.1527,49,-0.2952
ENSG00000110367,DDX6,224,0.70417,216,0.63831,150,0.05430,144,-0.0063,157,0.14474,101,-0.6575,129,-0.2220
ENSG00000118181,RPS25,598,-1.3048,1251,-0.1829,1840,0.42907,2216,0.73406,931,-0.6890,1799,0.49722,1235,-0.2439
ENSG00000196655,TRAPPC4,25,-0.8194,14,-1.6449,19,-1.1944,11,-1.9864,74,1.02532,27,-0.8102,70,1.07825
ENSG00000149428,HYOU1,82,0.50736,40,-0.6065,35,-0.8242,1,-5.2683,117,1.27673,50,-0.3281,58,-0.0637
ENSG00000160695,VPS11,19,-0.5171,9,-1.5611,11,-1.2764,16,-0.7977,51,1.17052,16,-0.8996,39,0.77052
ENSG00000188486,H2AFX,10,-2.0139,78,1.07807,16,-1.3400,17,-1.3286,43,0.13069,44,0.18891,47,0.30990
ENSG00000172375,C2CD2L,56,1.01111,18,-0.8124,7,-2.1962,24,-0.3443,51,0.94243,31,0.07346,21,-0.6787
ENSG00000110395,CBL,40,0.21428,40,0.20252,38,0.10403,1,-5.0988,37,0.09777,30,-0.3084,46,0.56235
ENSG00000154096,THY1,706,0.75659,122,-1.9443,200,-1.2148,268,-0.7730,1129,1.88922,354,-0.4125,229,-1.1610
ENSG00000110400,NECTIN1,23,-0.6808,94,1.58990,10,-1.8693,30,-0.2844,59,0.88861,27,-0.5224,26,-0.6108
ENSG00000184232,OAF,11,-2.6951,6,-3.5717,22,-1.7326,9,-2.9854,21,-1.8555,45,-0.7386,198,2.95983
ENSG00000196914,ARHGEF12,186,0.29516,86,-0.8937,174,0.18860,117,-0.4380,160,0.05619,142,-0.1651,183,0.32762
ENSG00000109929,SC5D,148,0.44472,102,-0.1498,73,-0.6546,170,0.66610,136,0.34078,63,-1.0277,131,0.29934
ENSG00000137642,SORL1,255,0.27922,209,-0.0326,186,-0.2146,306,0.57403,250,0.27819,173,-0.3869,195,-0.1677
ENSG00000255248,MIR100HG,241,1.40379,145,0.53898,81,-0.3685,48,-1.1561,97,-0.0987,81,-0.4386,95,-0.1608
ENSG00000109971,HSPA8,177,-2.0269,306,-1.2156,190,-1.9282,312,-1.1869,1498,1.54157,517,-0.4999,869,0.49789
ENSG00000023171,GRAMD1B,68,0.65631,4,-3.4226,48,0.10616,32,-0.5127,69,0.76871,33,-0.5695,50,0.22010
ENSG00000166257,SCN3B,755,2.43160,98,-1.0252,142,-0.4560,223,0.24654,377,1.28965,61,-1.9326,45,-2.3847
ENSG00000154144,TBRG1,122,0.83305,84,0.22711,66,-0.1452,58,-0.3456,120,0.91710,69,-0.0941,32,-1.4368
ENSG00000110013,SIAE,39,-0.1299,59,0.54182,18,-1.2913,68,0.75970,40,-0.0810,33,-0.4698,48,0.25241
ENSG00000154146,NRGN,1687,0.10264,284,-2.5776,678,-1.2938,251,-2.7573,2953,1.17566,2565,1.03353,824,-1.1542
ENSG00000165478,HEPACAM,95,-1.1172,223,0.19299,102,-1.0175,171,-0.2261,60,-1.9090,121,-0.8807,432,1.85531
ENSG00000149557,FEZ1,192,-1.0606,939,1.49564,253,-0.6428,534,0.53247,371,-0.0557,269,-0.6458,377,-0.0311
ENSG00000149547,EI24,84,-0.1532,107,0.23061,89,-0.0578,60,-0.6772,83,-0.1831,101,0.16564,101,0.16475
ENSG00000109832,DDX25,18,-0.2631,4,-2.2519,2,-3.0299,0,-6.5356,53,1.76413,17,-0.4368,26,0.34017
ENSG00000182934,SRPRA,62,1.31434,38,0.50053,20,-0.5161,6,-2.1265,45,0.87210,14,-1.1552,25,-0.2130
ENSG00000134909,ARHGAP32,170,1.04264,16,-2.5930,95,0.08637,37,-1.3313,168,1.17358,42,-1.3392,100,0.20258
ENSG00000084234,APLP2,381,0.28802,203,-0.6888,247,-0.3894,221,-0.5620,533,0.95540,205,-0.7918,360,0.24314
ENSG00000196323,ZBTB44,128,0.76552,192,1.47225,108,0.48673,60,-0.4212,67,-0.2786,63,-0.4108,46,-0.9616
ENSG00000120451,SNX19,21,-0.8607,57,0.68631,18,-1.0806,71,1.06878,25,-0.6200,29,-0.4071,45,0.41249
ENSG00000182667,NTM,576,0.61542,351,-0.1751,273,-0.5637,368,-0.1029,330,-0.2943,173,-1.4278,655,1.10028
ENSG00000183715,OPCML,136,1.12864,26,-1.4277,67,-0.0286,64,-0.0861,158,1.64631,45,-0.7406,24,-1.7625
ENSG00000151502,VPS26B,57,0.04064,16,-1.8320,16,-1.8475,53,-0.0960,94,0.95233,57,0.04166,56,0.01603
ENSG00000151500,THYN1,24,-1.1091,28,-0.8492,33,-0.6147,39,-0.3696,96,1.23172,41,-0.3413,52,0.08993
ENSG00000109956,B3GAT1,208,-0.0281,159,-0.4384,118,-0.8913,67,-1.7353,180,-0.2742,235,0.20824,306,0.76765
ENSG00000120645,IQSEC3,44,-0.2378,0,-8.0365,33,-0.6655,0,-7.7481,36,-0.5913,90,1.22980,65,0.48088
ENSG00000073614,KDM5A,254,1.74755,186,1.18506,180,1.12583,62,-0.5829,34,-1.5558,63,-0.6451,48,-1.1236
ENSG00000060237,WNK1,350,0.17740,957,1.91008,494,0.73519,590,1.03450,133,-1.3913,194,-0.8592,172,-1.0625
ENSG00000082805,ERC1,186,1.64163,72,0.05170,163,1.39579,86,0.32375,47,-0.6519,34,-1.2808,46,-0.7629
ENSG00000006831,ADIPOR2,14,-1.3546,138,2.42452,31,-0.1746,31,-0.1548,17,-1.1080,35,0.04235,20,-0.9492
ENSG00000004478,FKBP4,51,-0.7445,131,0.74483,45,-0.9353,19,-2.1610,158,1.21194,54,-0.7625,89,0.15148
ENSG00000111218,PRMT8,55,1.20801,4,-2.8058,54,1.18115,0,-5.5933,46,1.01354,24,-0.1524,13,-1.2561
ENSG00000118971,CCND2,179,0.40134,74,-0.9614,104,-0.4483,59,-1.2921,152,0.15716,196,0.70960,119,-0.2852
ENSG00000078237,TIGAR,10,-1.2224,10,-1.2717,53,1.36129,2,-3.4746,28,0.36438,32,0.68103,16,-0.6448
ENSG00000047621,C12orf4,38,0.74852,11,-1.1887,2,-3.7112,3,-2.7813,46,1.22534,11,-1.2483,35,0.80187
ENSG00000139180,NDUFA9,56,-0.2078,35,-0.9347,52,-0.3264,30,-1.1404,115,1.07967,63,-0.0549,60,-0.1227
ENSG00000130035,GALNT8,81,0.07168,11,-2.8509,116,0.65763,22,-1.8544,92,0.30384,106,0.64637,65,-0.3304
ENSG00000010278,CD9,17,-2.1538,229,1.96787,17,-2.1290,131,0.96400,14,-2.5087,57,-0.4323,91,0.46172
ENSG00000215039,CD27-AS1,12,-1.7118,65,0.84484,22,-0.8509,4,-3.3059,54,0.60052,46,0.33066,38,-0.0194
ENSG00000139190,VAMP1,3,-2.7530,15,-0.5930,1,-3.8869,4,-2.6307,45,1.27753,32,0.69108,21,-0.1349
ENSG00000111639,MRPL51,160,-0.2057,96,-0.9931,120,-0.6520,206,0.18742,165,-0.1752,264,0.75954,163,-0.2113
ENSG00000111640,GAPDH,863,-1.5215,1335,-0.8669,1325,-0.8791,1512,-0.6780,3745,0.85923,2324,-0.0163,2877,0.40936
ENSG00000111642,CHD4,293,0.61319,367,0.98892,245,0.32467,284,0.56009,131,-0.7056,134,-0.7244,182,-0.1783
ENSG00000111653,ING4,34,0.26501,43,0.63991,7,-2.0084,23,-0.3355,52,1.10289,18,-0.8297,26,-0.1605
ENSG00000139200,PIANP,91,0.95329,32,-0.6907,26,-0.9914,0,-6.7527,100,1.29895,49,-0.0670,36,-0.5905
ENSG00000111652,COPS7A,59,-0.4915,56,-0.5799,73,-0.1711,37,-1.1906,148,1.10085,76,-0.1368,77,-0.1090
ENSG00000089693,MLF2,148,-0.6314,96,-1.2930,97,-1.2741,105,-1.1529,421,1.19063,250,0.22389,214,-0.0807
ENSG00000159335,PTMS,1022,0.82972,273,-1.2312,1102,0.95725,364,-0.8009,565,-0.1371,787,0.50696,364,-0.9324
ENSG00000250510,GPR162,50,-0.4186,0,-8.0473,41,-0.7216,18,-1.9153,116,1.08122,58,-0.2139,89,0.62558
ENSG00000111667,USP5,33,-0.8134,52,-0.1052,30,-0.9498,14,-2.0689,84,0.73297,45,-0.3959,80,0.72425
ENSG00000111669,TPI1,405,-0.5299,228,-1.3955,290,-1.0390,325,-0.8646,1091,1.22726,647,0.24743,490,-0.2832
ENSG00000111674,ENO2,412,0.31941,82,-2.1256,192,-0.8614,63,-2.5186,868,1.91189,283,-0.3247,235,-0.6538
ENSG00000111676,ATN1,137,0.31017,55,-1.0838,32,-1.8657,71,-0.6993,117,0.07417,113,0.01029,160,0.72319
ENSG00000111678,C12orf57,83,-1.8593,133,-1.1532,320,0.18850,220,-0.3929,281,-0.0172,398,0.69369,298,0.09365
ENSG00000215021,PHB2,55,-0.6278,36,-1.2634,53,-0.6867,43,-1.0084,124,0.71212,90,0.14834,98,0.32599
ENSG00000139182,CLSTN3,90,1.19905,6,-2.9690,9,-2.3770,8,-2.4882,137,2.45741,25,-0.9723,20,-1.3730
ENSG00000139197,PEX5,57,0.81637,52,0.67928,13,-1.4061,20,-0.8071,47,0.57996,31,-0.2071,27,-0.4316
ENSG00000059804,SLC2A3,83,1.48251,11,-1.6171,30,-0.2170,11,-1.7144,66,1.23232,36,0.11597,11,-1.8599
ENSG00000089818,NECAP1,95,0.02917,24,-2.0571,106,0.20079,41,-1.2520,212,1.59456,69,-0.5451,75,-0.4164
ENSG00000166532,RIMKLB,89,0.79067,44,-0.3079,27,-1.0488,31,-0.8464,24,-1.2788,35,-0.8061,102,1.40709
ENSG00000111752,PHC1,49,0.68979,15,-1.1057,15,-1.1109,32,0.00732,37,0.26287,16,-1.2293,50,0.93637
ENSG00000003056,M6PR,64,0.75199,22,-0.9328,11,-1.9430,34,-0.2684,75,1.15293,32,-0.3952,35,-0.2539
ENSG00000175899,A2M,28,-3.2223,57,-2.1783,200,-0.2979,61,-2.0845,70,-1.9701,671,2.75444,135,-1.0337
ENSG00000139112,GABARAPL1,214,-0.0578,65,-1.8513,181,-0.3192,76,-1.6201,544,1.78903,228,0.05787,117,-1.1299
ENSG00000060138,YBX3,5,-3.0291,30,-0.5123,23,-0.8570,0,-7.4484,6,-2.8628,122,3.04483,20,-1.2811
ENSG00000256537,SMIM10L1,52,-0.5289,92,0.34790,58,-0.3734,80,0.12985,117,0.84904,73,-0.0249,50,-0.7092
ENSG00000070018,LRP6,41,0.29630,95,1.70153,56,0.78824,23,-0.5770,19,-0.9610,23,-0.7114,30,-0.2754
ENSG00000111269,CREBL2,54,-0.4805,22,-1.8469,113,0.67068,48,-0.6750,96,0.45674,80,0.14775,74,-0.0090
ENSG00000111276,CDKN1B,60,-0.5879,119,0.48652,67,-0.4182,82,-0.0921,77,-0.2245,62,-0.6299,128,0.78192
ENSG00000178878,APOLD1,16,-2.7343,27,-1.9859,122,0.30924,2,-5.6139,27,-2.0948,293,2.99708,36,-1.7634
ENSG00000013583,HEBP1,34,-0.0257,39,0.18248,10,-1.7638,53,0.70114,41,0.33378,28,-0.3553,36,0.08821
ENSG00000084444,FAM234B,55,0.89699,9,-1.9152,6,-2.4538,3,-3.5051,82,1.91996,15,-1.2434,32,0.02463
ENSG00000273079,GRIN2B,474,2.10596,35,-2.0726,182,0.41607,54,-1.4447,318,1.60032,36,-2.2454,63,-1.3747
ENSG00000171681,ATF7IP,66,0.30689,119,1.27714,48,-0.2061,88,0.77044,27,-1.1651,46,-0.3189,48,-0.2552
ENSG00000084463,WBP11,92,0.02287,141,0.70885,39,-1.2727,188,1.18965,121,0.50773,79,-0.2606,50,-1.0460
ENSG00000111348,ARHGDIB,3,-3.5398,37,0.02078,36,-0.0534,12,-1.6288,34,-0.1422,65,1.24080,30,-0.3735
ENSG00000134533,RERG,31,-0.1777,0,-7.5014,16,-1.1330,4,-3.2260,23,-0.6673,40,0.27571,67,1.44821
ENSG00000151491,EPS8,25,-1.1103,49,-0.0778,37,-0.4905,67,0.42009,27,-1.0263,72,0.66939,57,0.18781
ENSG00000023734,STRAP,58,-0.9732,76,-0.5755,55,-1.0622,154,0.54141,212,1.24452,70,-0.8160,114,0.06820
ENSG00000008394,MGST1,123,-0.3159,57,-1.4627,57,-1.4629,337,1.33450,35,-2.3091,87,-0.9731,300,1.57136
ENSG00000048540,LMO3,336,0.48390,110,-1.2481,123,-1.0775,283,0.20734,507,1.36559,195,-0.4518,177,-0.6221
ENSG00000052126,PLEKHA5,348,2.03633,55,-1.0090,140,0.43665,164,0.69716,106,-0.0076,83,-0.4608,36,-1.8202
ENSG00000139154,AEBP2,46,0.32504,45,0.29824,39,0.09468,38,0.02551,40,0.13143,37,-0.0155,29,-0.4482
ENSG00000139155,SLCO1C1,15,-2.3210,8,-3.1252,49,-0.5785,11,-2.7959,30,-1.3827,32,-1.3470,203,2.90790
ENSG00000084453,SLCO1A2,24,-1.5528,517,4.23861,41,-0.7683,157,1.39077,1,-5.4183,19,-2.1411,5,-4.0266
ENSG00000004700,RECQL,27,0.02023,61,1.39293,21,-0.3395,8,-1.7677,24,-0.1641,23,-0.2548,27,0.07609
ENSG00000111711,GOLT1B,25,-0.0559,37,0.55120,7,-1.8235,4,-2.6045,55,1.43122,15,-0.9309,27,0.09890
ENSG00000134548,SPX,58,-0.0926,132,1.25504,85,0.50717,89,0.59658,17,-1.9826,49,-0.4198,64,0.07770
ENSG00000111716,LDHB,347,-1.2491,268,-1.6348,507,-0.6790,832,0.08950,849,0.13381,866,0.18930,1061,0.61158
ENSG00000111726,CMAS,68,-0.3846,64,-0.4770,45,-1.0168,36,-1.3385,219,1.84634,83,-0.0843,48,-1.0535
ENSG00000111728,ST8SIA1,29,-0.1091,19,-0.7460,55,0.90230,31,-0.0173,45,0.64406,20,-0.7842,31,-0.0551
ENSG00000111731,C2CD5,73,1.24005,29,-0.2807,34,-0.0330,5,-2.6813,87,1.84039,13,-1.5840,19,-1.0261
ENSG00000139163,ETNK1,108,1.28340,61,0.33394,23,-1.1689,5,-3.1961,64,0.43930,42,-0.3157,48,-0.0563
ENSG00000134532,SOX5,81,1.18615,24,-0.7234,23,-0.8042,41,0.04884,24,-0.8226,35,-0.2240,50,0.47993
ENSG00000060982,BCAT1,68,0.29501,61,0.14206,59,0.07664,7,-2.9389,86,0.77895,25,-1.3793,77,0.62940
ENSG00000205707,ETFRF1,37,-0.8141,87,0.48469,49,-0.3993,83,0.42414,67,0.07133,70,0.18285,55,-0.2695
ENSG00000133703,KRAS,45,-0.3228,29,-0.9552,63,0.21615,22,-1.3675,85,0.79472,52,-0.1237,59,0.12102
ENSG00000246695,RASSF8-AS1,40,-0.3302,50,0.02092,67,0.47708,23,-1.1412,15,-1.8703,42,-0.3099,86,1.19264
ENSG00000123094,RASSF8,33,-0.9258,90,0.63360,40,-0.6496,127,1.21028,18,-1.8733,59,-0.0438,74,0.40389
ENSG00000123095,BHLHE41,61,-1.1641,185,0.53660,147,0.17118,167,0.37639,75,-0.9306,97,-0.5664,194,0.80105
ENSG00000123096,SSPN,49,-0.7707,103,0.37700,30,-1.4779,231,1.77582,19,-2.2831,43,-1.1148,130,1.01180
ENSG00000123104,ITPR2,85,-0.5993,79,-0.7066,248,1.12211,199,0.75466,43,-1.7120,79,-0.8204,188,0.85497
ENSG00000111790,FGFR1OP2,88,0.37238,113,0.79252,18,-2.0217,88,0.37420,142,1.37112,46,-0.7235,34,-1.2564
ENSG00000064115,TM7SF3,71,0.54658,43,-0.2235,59,0.27345,47,-0.0905,55,0.15910,37,-0.5711,53,0.12855
ENSG00000152944,MED21,26,-0.1504,53,0.96109,41,0.54290,30,0.05323,32,0.18586,29,-0.0284,16,-1.0445
ENSG00000211455,STK38L,62,1.06553,32,0.02520,5,-2.7446,47,0.61729,30,-0.1036,43,0.57900,16,-1.1529
ENSG00000110841,PPFIBP1,159,1.03578,137,0.78042,205,1.48620,73,-0.2212,76,-0.1748,69,-0.3664,25,-2.0074
ENSG00000061794,MRPS35,4,-3.6495,60,0.11946,46,-0.3001,44,-0.3421,98,1.04835,44,-0.4109,61,0.18056
ENSG00000087448,KLHL42,90,0.38073,61,-0.2258,45,-0.6769,81,0.22229,109,0.78720,49,-0.6415,67,-0.0802
ENSG00000123106,CCDC91,131,-0.4031,249,0.61055,319,1.02137,274,0.76684,182,0.11213,118,-0.6734,118,-0.6678
ENSG00000087502,ERGIC2,106,0.23012,104,0.20397,56,-0.7607,179,1.10323,105,0.24970,69,-0.5088,77,-0.3036
ENSG00000133704,IPO8,37,0.41076,41,0.57197,26,-0.1637,10,-1.5625,27,-0.1104,26,-0.1616,32,0.23896
ENSG00000110888,CAPRIN2,159,2.45223,5,-2.9749,27,-0.5603,32,-0.3301,47,0.30786,34,-0.2941,18,-1.3079
ENSG00000170456,DENND5B,133,1.15018,24,-1.5139,44,-0.6198,49,-0.4625,114,1.00787,45,-0.7078,60,-0.1811
ENSG00000151743,AMN1,50,-0.1469,66,0.28177,48,-0.1976,9,-2.7191,82,0.71005,48,-0.2467,60,0.16250
ENSG00000174718,RESF1,97,1.29458,62,0.55622,35,-0.3642,81,0.98310,28,-0.7173,28,-0.8346,38,-0.2788
ENSG00000151746,BICD1,173,1.66773,48,-0.4297,51,-0.3471,31,-1.1060,67,0.07281,31,-1.2623,79,0.42829
ENSG00000139132,FGD4,57,0.60073,45,0.23879,20,-0.9884,84,1.25719,15,-1.5416,31,-0.4063,46,0.32384
ENSG00000087470,DNM1L,227,0.94769,75,-0.8008,89,-0.5524,145,0.20949,232,1.13250,63,-1.2255,111,-0.2566
ENSG00000139116,KIF21A,880,1.40201,468,0.33795,600,0.74413,451,0.28022,423,0.19551,210,-1.0481,221,-0.9576
ENSG00000173208,ABCD2,13,-1.2462,1,-4.1442,47,0.72901,2,-3.8017,33,0.15984,15,-1.1629,61,1.63311
ENSG00000151229,SLC2A13,120,0.96180,23,-1.5783,21,-1.6908,15,-2.2019,194,2.23217,33,-1.2367,44,-0.7554
ENSG00000018236,CNTN1,516,1.25697,243,0.01755,153,-0.7002,389,0.77372,386,0.86501,106,-1.4191,165,-0.6832
ENSG00000015153,YAF2,90,0.24786,69,-0.1714,101,0.42980,63,-0.3216,97,0.39867,65,-0.3159,71,-0.1492
ENSG00000134283,PPHLN1,58,0.65629,38,-0.0114,3,-3.5526,11,-1.8158,67,1.03633,35,-0.1625,36,-0.0879
ENSG00000139168,ZCRB1,154,-0.8649,452,0.83306,407,0.66075,515,1.05494,228,-0.2862,246,-0.1771,173,-0.8078
ENSG00000129317,PUS7L,85,1.35593,82,1.28250,24,-0.6449,16,-1.2392,28,-0.4655,27,-0.5704,34,-0.1723
ENSG00000151239,TWF1,38,-0.6327,93,0.75737,35,-0.7856,95,0.78632,47,-0.3494,38,-0.7568,76,0.53277
ENSG00000184613,NELL2,119,0.40780,27,-1.8527,14,-2.7769,10,-3.2384,385,3.49339,31,-1.8480,25,-2.1937
ENSG00000139218,SCAF11,263,0.51271,388,1.16558,268,0.54592,359,1.03432,70,-1.5989,156,-0.3704,133,-0.6547
ENSG00000111371,SLC38A1,151,0.73642,55,-0.8468,42,-1.2488,10,-3.2502,144,0.74383,55,-0.9781,145,0.86908
ENSG00000134294,SLC38A2,64,-0.0747,126,1.01667,48,-0.5305,28,-1.3461,76,0.21838,75,0.21051,55,-0.3762
ENSG00000005175,RPAP3,79,0.70826,109,1.25635,67,0.43486,97,1.05826,46,-0.1543,17,-1.8330,38,-0.5471
ENSG00000079337,RAPGEF3,23,-0.4588,40,0.41293,16,-0.9550,10,-1.6310,2,-3.6956,26,-0.3075,66,1.75421
ENSG00000211584,SLC48A1,37,-1.1777,268,2.06502,9,-3.2006,31,-1.4294,54,-0.6514,58,-0.5859,113,0.68353
ENSG00000152556,PFKM,37,-1.6326,29,-1.9958,46,-1.3046,72,-0.6471,160,0.68157,78,-0.6116,192,1.21898
ENSG00000177981,ASB8,79,0.38965,53,-0.2538,38,-0.7476,43,-0.5695,81,0.46900,36,-0.9615,87,0.69624
ENSG00000177875,CCDC184,15,-0.9319,0,-7.1379,3,-3.2429,0,-6.8487,65,1.70331,21,-0.4253,38,0.69375
ENSG00000167535,CACNB3,31,-1.0086,5,-3.6920,55,-0.1658,7,-3.2262,92,0.74646,82,0.61403,67,0.19466
ENSG00000174243,DDX23,73,0.89402,87,1.19307,30,-0.5368,45,0.12581,38,-0.1756,33,-0.4425,31,-0.5373
ENSG00000172602,RND1,23,-0.1773,2,-3.6720,0,-7.2534,0,-6.3140,59,1.58514,24,-0.1323,32,0.42077
ENSG00000134287,ARF3,261,-0.3486,166,-1.0358,188,-0.8472,168,-1.0181,506,0.79877,414,0.47554,294,-0.1990
ENSG00000181418,DDN,231,-0.7675,44,-3.1933,272,-0.5183,98,-2.0514,273,-0.5557,497,0.53984,627,1.07261
ENSG00000181929,PRKAG1,11,-1.4804,25,-0.2990,12,-1.4084,18,-0.8380,48,0.82365,35,0.23744,34,0.18346
ENSG00000123416,TUBA1B,1155,-0.8146,715,-1.5337,2389,0.31517,1083,-0.9120,2451,0.39752,3137,1.00147,1284,-0.7653
